"STATION","NAME","DATE","DLY-CLDD-BASE45","DLY-CLDD-BASE50","DLY-CLDD-BASE55","DLY-CLDD-BASE57","DLY-CLDD-BASE60","DLY-CLDD-BASE70","DLY-CLDD-BASE72","DLY-CLDD-NORMAL","DLY-DUTR-NORMAL","DLY-DUTR-STDDEV","DLY-GRDD-BASE40","DLY-GRDD-BASE45","DLY-GRDD-BASE50","DLY-GRDD-BASE55","DLY-GRDD-BASE57","DLY-GRDD-BASE60","DLY-GRDD-BASE65","DLY-GRDD-BASE70","DLY-GRDD-BASE72","DLY-GRDD-TB4886","DLY-GRDD-TB5086","DLY-HTDD-BASE40","DLY-HTDD-BASE45","DLY-HTDD-BASE50","DLY-HTDD-BASE55","DLY-HTDD-BASE57","DLY-HTDD-BASE60","DLY-HTDD-NORMAL","DLY-PRCP-25PCTL","DLY-PRCP-50PCTL","DLY-PRCP-75PCTL","DLY-PRCP-PCTALL-GE001HI","DLY-PRCP-PCTALL-GE010HI","DLY-PRCP-PCTALL-GE050HI","DLY-PRCP-PCTALL-GE100HI","DLY-SNOW-25PCTL","DLY-SNOW-50PCTL","DLY-SNOW-75PCTL","DLY-SNOW-PCTALL-GE001TI","DLY-SNOW-PCTALL-GE010TI","DLY-SNOW-PCTALL-GE030TI","DLY-SNOW-PCTALL-GE050TI","DLY-SNOW-PCTALL-GE100TI","DLY-SNWD-25PCTL","DLY-SNWD-50PCTL","DLY-SNWD-75PCTL","DLY-SNWD-PCTALL-GE001WI","DLY-SNWD-PCTALL-GE003WI","DLY-SNWD-PCTALL-GE005WI","DLY-SNWD-PCTALL-GE010WI","DLY-TAVG-NORMAL","DLY-TAVG-STDDEV","DLY-TMAX-NORMAL","DLY-TMAX-STDDEV","DLY-TMIN-NORMAL","DLY-TMIN-STDDEV","MTD-PRCP-NORMAL","MTD-SNOW-NORMAL","YTD-PRCP-NORMAL","YTD-SNOW-NORMAL"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-28","25","20","15","13","10","2","1","6","21.1","6.9","30","25","20","15","13","10","6","2","1","22","20","0","0","0","-7777","-7777","-7777","1","0.05","0.15","0.45","38.1","236","82","27",,,,"0","0","0","0","0",,,,"0","0","0","0","70.3","5.7","80.9","6.8","59.8","6.5","3.55","0.0","18.33","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-29","25","20","15","13","11","2","2","6","21.1","6.8","30","25","20","15","13","11","6","2","2","22","20","0","0","0","-7777","-7777","-7777","-7777","0.05","0.15","0.45","37.9","234","82","27",,,,"0","0","0","0","0",,,,"0","0","0","0","70.5","5.7","81.0","6.8","59.9","6.5","3.67","0.0","18.45","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-30","26","21","16","14","11","3","2","6","21.1","6.8","31","26","21","16","14","11","6","3","2","22","20","0","0","0","-7777","-7777","-7777","-7777","0.05","0.16","0.45","37.7","234","82","27",,,,"0","0","0","0","0",,,,"0","0","0","0","70.7","5.6","81.2","6.7","60.1","6.4","3.79","0.0","18.57","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-01","26","21","16","14","11","3","2","6","21.1","6.8","31","26","21","16","14","11","6","3","2","22","20","0","0","0","-7777","-7777","-7777","-7777","0.05","0.16","0.46","37.5","233","82","27",,,,"0","0","0","0","0",,,,"0","0","0","0","70.8","5.6","81.3","6.7","60.3","6.4","0.13","0.0","18.70","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-02","26","21","16","14","11","3","2","6","21.1","6.7","31","26","21","16","14","11","6","3","2","22","21","0","0","0","0","-7777","-7777","-7777","0.05","0.16","0.46","37.3","232","83","27",,,,"0","0","0","0","0",,,,"0","0","0","0","71.0","5.6","81.5","6.6","60.4","6.4","0.26","0.0","18.83","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-03","26","21","16","14","11","3","2","6","21.0","6.7","31","26","21","16","14","11","6","3","2","23","21","0","0","0","0","-7777","-7777","-7777","0.05","0.16","0.46","37.1","231","83","27",,,,"0","0","0","0","0",,,,"0","0","0","0","71.1","5.5","81.6","6.6","60.6","6.4","0.38","0.0","18.95","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-04","26","21","16","14","11","3","2","7","21.0","6.6","31","26","21","16","14","11","7","3","2","23","21","0","0","0","0","-7777","-7777","-7777","0.05","0.16","0.46","36.9","231","83","27",,,,"0","0","0","0","0",,,,"0","0","0","0","71.2","5.5","81.8","6.5","60.7","6.3","0.51","0.0","19.08","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-05","26","21","16","14","11","3","2","7","21.0","6.6","31","26","21","16","14","11","7","3","2","23","21","0","0","0","0","-7777","-7777","-7777","0.05","0.16","0.46","36.7","230","83","27",,,,"0","0","0","0","0",,,,"0","0","0","0","71.4","5.5","81.9","6.5","60.8","6.3","0.64","0.0","19.21","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-06","26","21","16","14","11","3","2","7","21.0","6.6","31","26","21","16","14","11","7","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.16","0.46","36.6","230","83","27",,,,"0","0","0","0","0",,,,"0","0","0","0","71.5","5.5","82.0","6.5","61.0","6.3","0.77","0.0","19.34","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-07","27","22","17","15","12","3","2","7","21.0","6.6","32","27","22","17","15","12","7","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.16","0.46","36.4","230","83","28",,,,"0","0","0","0","0",,,,"0","0","0","0","71.6","5.4","82.1","6.4","61.1","6.3","0.90","0.0","19.47","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-08","27","22","17","15","12","3","2","7","21.0","6.6","32","27","22","17","15","12","7","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.16","0.47","36.3","229","84","28",,,,"0","0","0","0","0",,,,"0","0","0","0","71.7","5.4","82.2","6.4","61.2","6.2","1.03","0.0","19.60","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-09","27","22","17","15","12","3","2","7","21.0","6.5","32","27","22","17","15","12","7","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.17","0.47","36.2","229","84","28",,,,"0","0","0","0","0",,,,"0","0","0","0","71.8","5.4","82.3","6.4","61.3","6.2","1.17","0.0","19.74","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-10","27","22","17","15","12","3","2","7","21.0","6.5","32","27","22","17","15","12","7","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.17","0.47","36.0","228","84","28",,,,"0","0","0","0","0",,,,"0","0","0","0","71.8","5.4","82.3","6.4","61.3","6.2","1.31","0.0","19.88","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-11","27","22","17","15","12","3","2","7","21.0","6.5","32","27","22","17","15","12","7","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.17","0.47","35.9","227","84","28",,,,"0","0","0","0","0",,,,"0","0","0","0","71.9","5.3","82.4","6.4","61.4","6.2","1.44","0.0","20.01","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-12","27","22","17","15","12","3","2","7","21.0","6.5","32","27","22","17","15","12","7","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.17","0.47","35.8","227","84","28",,,,"0","0","0","0","0",,,,"0","0","0","0","72.0","5.3","82.4","6.3","61.5","6.1","1.57","0.0","20.14","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-13","27","22","17","15","12","3","2","7","20.9","6.5","32","27","22","17","15","12","7","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.17","0.47","35.8","227","85","28",,,,"0","0","0","0","0",,,,"0","0","0","0","72.0","5.3","82.5","6.3","61.5","6.1","1.71","0.0","20.28","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-14","27","22","17","15","12","3","2","7","20.9","6.5","32","27","22","17","15","12","7","3","2","24","22","0","0","0","0","0","-7777","-7777","0.05","0.17","0.47","35.7","227","85","28",,,,"0","0","0","0","0",,,,"0","0","0","0","72.1","5.3","82.5","6.3","61.6","6.1","1.84","0.0","20.41","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-15","27","22","17","15","12","3","2","7","20.9","6.5","32","27","22","17","15","12","7","3","2","24","22","0","0","0","0","0","-7777","-7777","0.05","0.17","0.48","35.7","227","85","28",,,,"0","0","0","0","0",,,,"0","0","0","0","72.1","5.3","82.6","6.3","61.6","6.1","1.98","0.0","20.55","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-16","27","22","17","15","12","3","2","7","20.9","6.4","32","27","22","17","15","12","7","3","2","24","22","0","0","0","0","0","-7777","-7777","0.05","0.17","0.48","35.6","226","85","28",,,,"0","0","0","0","0",,,,"0","0","0","0","72.1","5.2","82.6","6.3","61.7","6.0","2.11","0.0","20.68","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-17","27","22","17","15","12","3","2","7","20.9","6.4","32","27","22","17","15","12","7","3","2","24","22","0","0","0","0","0","-7777","-7777","0.05","0.17","0.48","35.6","226","85","29",,,,"0","0","0","0","0",,,,"0","0","0","0","72.2","5.2","82.6","6.2","61.7","6.0","2.25","0.0","20.82","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-18","27","22","17","15","12","3","2","7","20.9","6.4","32","27","22","17","15","12","7","3","2","24","22","0","0","0","0","0","-7777","-7777","0.05","0.17","0.48","35.6","226","85","29",,,,"0","0","0","0","0",,,,"0","0","0","0","72.2","5.2","82.6","6.2","61.7","6.0","2.39","0.0","20.96","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-19","27","22","17","15","12","3","2","7","20.9","6.4","32","27","22","17","15","12","7","3","2","24","22","0","0","0","0","0","-7777","-7777","0.05","0.17","0.48","35.5","226","85","29",,,,"0","0","0","0","0",,,,"0","0","0","0","72.2","5.2","82.6","6.2","61.7","6.0","2.52","0.0","21.09","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-20","27","22","17","15","12","3","2","7","20.9","6.4","32","27","22","17","15","12","7","3","2","24","22","0","0","0","0","0","-7777","-7777","0.05","0.17","0.48","35.4","226","85","29",,,,"0","0","0","0","0",,,,"0","0","0","0","72.2","5.1","82.6","6.1","61.8","6.0","2.66","0.0","21.23","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-21","27","22","17","15","12","3","2","7","20.8","6.4","32","27","22","17","15","12","7","3","2","24","22","0","0","0","0","0","-7777","-7777","0.05","0.17","0.48","35.4","226","85","30",,,,"0","0","0","0","0",,,,"0","0","0","0","72.2","5.1","82.6","6.1","61.8","6.0","2.79","0.0","21.36","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-22","27","22","17","15","12","3","2","7","20.8","6.4","32","27","22","17","15","12","7","3","2","24","22","0","0","0","0","0","-7777","-7777","0.05","0.17","0.48","35.4","226","85","30",,,,"0","0","0","0","0",,,,"0","0","0","0","72.2","5.1","82.6","6.1","61.8","6.0","2.93","0.0","21.50","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-23","27","22","17","15","12","3","2","7","20.8","6.4","32","27","22","17","15","12","7","3","2","24","22","0","0","0","0","0","-7777","-7777","0.05","0.17","0.48","35.3","225","84","30",,,,"0","0","0","0","0",,,,"0","0","0","0","72.2","5.1","82.6","6.1","61.7","6.0","3.06","0.0","21.63","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-24","27","22","17","15","12","3","2","7","20.8","6.4","32","27","22","17","15","12","7","3","2","24","22","0","0","0","0","0","-7777","-7777","0.05","0.17","0.48","35.2","225","84","30",,,,"0","0","0","0","0",,,,"0","0","0","0","72.1","5.1","82.5","6.1","61.7","6.0","3.19","0.0","21.76","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-25","27","22","17","15","12","3","2","7","20.8","6.4","32","27","22","17","15","12","7","3","2","24","22","0","0","0","0","0","-7777","-7777","0.05","0.17","0.47","35.2","224","84","31",,,,"0","0","0","0","0",,,,"0","0","0","0","72.1","5.1","82.5","6.1","61.7","6.0","3.32","0.0","21.89","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-26","27","22","17","15","12","3","2","7","20.8","6.4","32","27","22","17","15","12","7","3","2","24","22","0","0","0","0","0","-7777","-7777","0.05","0.17","0.47","35.2","225","83","31",,,,"0","0","0","0","0",,,,"0","0","0","0","72.1","5.1","82.5","6.0","61.7","6.0","3.46","0.0","22.03","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-27","27","22","17","15","12","3","2","7","20.8","6.4","32","27","22","17","15","12","7","3","2","24","22","0","0","0","0","0","-7777","-7777","0.05","0.17","0.47","35.1","225","83","31",,,,"0","0","0","0","0",,,,"0","0","0","0","72.1","5.1","82.4","6.0","61.7","6.0","3.59","0.0","22.16","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-28","27","22","17","15","12","3","2","7","20.7","6.4","32","27","22","17","15","12","7","3","2","24","22","0","0","0","0","0","-7777","-7777","0.05","0.17","0.47","35.1","225","82","31",,,,"0","0","0","0","0",,,,"0","0","0","0","72.0","5.1","82.4","6.0","61.6","6.0","3.73","0.0","22.30","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-29","27","22","17","15","12","3","2","7","20.7","6.4","32","27","22","17","15","12","7","3","2","24","22","0","0","0","0","0","-7777","-7777","0.05","0.17","0.47","35.0","224","82","31",,,,"0","0","0","0","0",,,,"0","0","0","0","72.0","5.1","82.3","6.0","61.6","6.0","3.86","0.0","22.43","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-30","27","22","17","15","12","3","2","7","20.7","6.4","32","27","22","17","15","12","7","3","2","24","22","0","0","0","0","0","-7777","-7777","0.05","0.17","0.47","35.0","224","81","31",,,,"0","0","0","0","0",,,,"0","0","0","0","71.9","5.1","82.3","6.0","61.6","6.1","3.99","0.0","22.56","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","07-31","27","22","17","15","12","3","2","7","20.7","6.4","32","27","22","17","15","12","7","3","2","23","22","0","0","0","0","0","-7777","-7777","0.05","0.17","0.47","34.9","224","80","31",,,,"0","0","0","0","0",,,,"0","0","0","0","71.9","5.2","82.2","6.0","61.5","6.1","4.12","0.0","22.69","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-01","27","22","17","15","12","3","2","7","20.7","6.4","32","27","22","17","15","12","7","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.17","0.46","34.9","224","80","31",,,,"0","0","0","0","0",,,,"0","0","0","0","71.8","5.2","82.2","6.0","61.5","6.1","0.13","0.0","22.82","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-02","27","22","17","15","12","3","2","7","20.7","6.4","32","27","22","17","15","12","7","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.17","0.46","34.9","223","80","31",,,,"0","0","0","0","0",,,,"0","0","0","0","71.8","5.2","82.1","6.0","61.4","6.2","0.26","0.0","22.95","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-03","27","22","17","15","12","3","2","7","20.7","6.4","32","27","22","17","15","12","7","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.17","0.46","34.9","223","79","30",,,,"0","0","0","0","0",,,,"0","0","0","0","71.7","5.2","82.0","6.0","61.4","6.2","0.39","0.0","23.08","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-04","27","22","17","15","12","3","2","7","20.6","6.4","32","27","22","17","15","12","7","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.17","0.46","34.8","223","79","30",,,,"0","0","0","0","0",,,,"0","0","0","0","71.6","5.3","81.9","6.1","61.3","6.2","0.51","0.0","23.20","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-05","27","22","17","15","12","3","2","7","20.6","6.4","32","27","22","17","15","12","7","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.17","0.46","34.7","222","79","30",,,,"0","0","0","0","0",,,,"0","0","0","0","71.6","5.3","81.9","6.1","61.2","6.3","0.64","0.0","23.33","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-06","26","21","16","14","11","3","2","7","20.6","6.4","31","26","21","16","14","11","7","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.17","0.46","34.6","222","78","29",,,,"0","0","0","0","0",,,,"0","0","0","0","71.5","5.3","81.8","6.1","61.2","6.3","0.76","0.0","23.45","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-07","26","21","16","14","11","3","2","7","20.6","6.4","31","26","21","16","14","11","7","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.17","0.46","34.6","221","78","29",,,,"0","0","0","0","0",,,,"0","0","0","0","71.4","5.3","81.7","6.1","61.1","6.3","0.88","0.0","23.57","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-08","26","21","16","14","11","3","2","7","20.6","6.4","31","26","21","16","14","11","7","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.17","0.46","34.4","221","77","29",,,,"0","0","0","0","0",,,,"0","0","0","0","71.3","5.3","81.6","6.1","61.0","6.4","1.00","0.0","23.69","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-09","26","21","16","14","11","3","2","7","20.6","6.4","31","26","21","16","14","11","7","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.18","0.46","34.3","220","77","29",,,,"0","0","0","0","0",,,,"0","0","0","0","71.2","5.4","81.5","6.1","60.9","6.4","1.13","0.0","23.82","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-10","26","21","16","14","11","3","2","6","20.5","6.4","31","26","21","16","14","11","6","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.18","0.46","34.2","220","76","28",,,,"0","0","0","0","0",,,,"0","0","0","0","71.1","5.4","81.4","6.1","60.9","6.4","1.25","0.0","23.94","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-11","26","21","16","14","11","3","2","6","20.5","6.4","31","26","21","16","14","11","6","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.18","0.46","34.0","219","75","28",,,,"0","0","0","0","0",,,,"0","0","0","0","71.0","5.4","81.3","6.1","60.8","6.5","1.36","0.0","24.05","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-12","26","21","16","14","11","3","2","6","20.5","6.4","31","26","21","16","14","11","6","3","2","23","21","0","0","0","0","0","-7777","-7777","0.05","0.18","0.46","33.8","218","75","28",,,,"0","0","0","0","0",,,,"0","0","0","0","70.9","5.5","81.2","6.1","60.7","6.5","1.48","0.0","24.17","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-13","26","21","16","14","11","3","2","6","20.5","6.5","31","26","21","16","14","11","6","3","2","23","21","0","0","0","0","-7777","-7777","-7777","0.05","0.18","0.46","33.7","217","75","27",,,,"0","0","0","0","0",,,,"0","0","0","0","70.8","5.5","81.1","6.2","60.6","6.6","1.59","0.0","24.28","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-14","26","21","16","14","11","3","2","6","20.5","6.5","31","26","21","16","14","11","6","3","2","22","20","0","0","0","0","-7777","-7777","-7777","0.05","0.18","0.46","33.5","217","74","27",,,,"0","0","0","0","0",,,,"0","0","0","0","70.7","5.5","80.9","6.2","60.4","6.6","1.70","0.0","24.39","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-15","26","21","16","14","11","3","2","6","20.5","6.5","31","26","21","16","14","11","6","3","2","22","20","0","0","0","0","-7777","-7777","-7777","0.05","0.18","0.46","33.3","216","74","26",,,,"0","0","0","0","0",,,,"0","0","0","0","70.6","5.5","80.8","6.2","60.3","6.6","1.81","0.0","24.50","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-16","25","20","15","13","10","2","2","6","20.5","6.5","30","25","20","15","13","10","6","2","2","22","20","0","0","0","0","-7777","-7777","-7777","0.05","0.18","0.46","33.2","214","73","26",,,,"0","0","0","0","0",,,,"0","0","0","0","70.4","5.6","80.7","6.2","60.2","6.7","1.92","0.0","24.61","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-17","25","20","15","13","10","2","1","6","20.5","6.6","30","25","20","15","13","10","6","2","1","22","20","0","0","0","0","-7777","-7777","-7777","0.05","0.18","0.46","33.0","213","72","25",,,,"0","0","0","0","0",,,,"0","0","0","0","70.3","5.6","80.5","6.3","60.1","6.7","2.03","0.0","24.72","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-18","25","20","15","13","10","2","1","6","20.5","6.6","30","25","20","15","13","10","6","2","1","22","20","0","0","0","0","-7777","-7777","1","0.05","0.18","0.46","32.9","212","72","25",,,,"0","0","0","0","0",,,,"0","0","0","0","70.1","5.6","80.4","6.3","59.9","6.7","2.14","0.0","24.83","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-19","25","20","15","13","10","2","1","6","20.4","6.6","30","25","20","15","13","10","6","2","1","22","20","0","0","0","-7777","-7777","-7777","1","0.05","0.18","0.46","32.7","211","71","24",,,,"0","0","0","0","0",,,,"0","0","0","0","70.0","5.6","80.2","6.3","59.8","6.8","2.25","0.0","24.94","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-20","25","20","15","13","10","2","1","5","20.4","6.7","30","25","20","15","13","10","5","2","1","22","20","0","0","0","-7777","-7777","-7777","1","0.05","0.18","0.46","32.6","211","71","24",,,,"0","0","0","0","0",,,,"0","0","0","0","69.8","5.7","80.1","6.3","59.6","6.8","2.36","0.0","25.05","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-21","25","20","15","13","10","2","1","5","20.4","6.7","30","25","20","15","13","10","5","2","1","22","20","0","0","0","-7777","-7777","-7777","1","0.05","0.18","0.46","32.5","210","71","23",,,,"0","0","0","0","0",,,,"0","0","0","0","69.7","5.7","79.9","6.4","59.4","6.8","2.46","0.0","25.15","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-22","24","19","14","13","10","2","1","5","20.4","6.7","29","24","19","14","13","10","5","2","1","21","19","0","0","0","-7777","-7777","-7777","1","0.05","0.18","0.46","32.4","209","70","22",,,,"0","0","0","0","0",,,,"0","0","0","0","69.5","5.7","79.7","6.4","59.3","6.9","2.56","0.0","25.25","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-23","24","19","14","12","9","2","1","5","20.4","6.8","29","24","19","14","12","9","5","2","1","21","19","0","0","0","-7777","-7777","-7777","1","0.05","0.18","0.46","32.3","209","70","22",,,,"0","0","0","0","0",,,,"0","0","0","0","69.3","5.7","79.5","6.4","59.1","6.9","2.67","0.0","25.36","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-24","24","19","14","12","9","2","1","5","20.4","6.8","29","24","19","14","12","9","5","2","1","21","19","0","0","0","-7777","-7777","-7777","1","0.05","0.18","0.46","32.1","208","70","21",,,,"0","0","0","0","0",,,,"0","0","0","0","69.1","5.8","79.3","6.4","58.9","6.9","2.77","0.0","25.46","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-25","24","19","14","12","9","2","1","5","20.4","6.8","29","24","19","14","12","9","5","2","1","21","19","0","0","0","-7777","-7777","-7777","1","0.05","0.18","0.46","32.0","207","69","21",,,,"0","0","0","0","0",,,,"0","0","0","0","68.9","5.8","79.1","6.5","58.7","6.9","2.87","0.0","25.56","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-26","24","19","14","12","9","2","1","5","20.4","6.9","29","24","19","14","12","9","5","2","1","21","19","0","0","0","-7777","-7777","-7777","1","0.05","0.18","0.46","32.0","207","69","21",,,,"0","0","0","0","0",,,,"0","0","0","0","68.7","5.8","78.9","6.5","58.5","7.0","2.97","0.0","25.66","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-27","23","18","13","12","9","2","1","4","20.4","6.9","28","23","18","13","12","9","4","2","1","20","19","0","0","0","-7777","-7777","-7777","1","0.05","0.18","0.46","32.0","206","69","20",,,,"0","0","0","0","0",,,,"0","0","0","0","68.5","5.8","78.7","6.5","58.3","7.0","3.08","0.0","25.77","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-28","23","18","13","11","8","2","1","4","20.4","7.0","28","23","18","13","11","8","4","2","1","20","18","0","0","0","-7777","-7777","-7777","1","0.05","0.18","0.46","31.9","206","69","20",,,,"0","0","0","0","0",,,,"0","0","0","0","68.2","5.8","78.4","6.5","58.0","7.0","3.18","0.0","25.87","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-29","23","18","13","11","8","1","1","4","20.4","7.0","28","23","18","13","11","8","4","1","1","20","18","0","0","0","-7777","-7777","-7777","1","0.05","0.18","0.46","31.9","206","69","20",,,,"0","0","0","0","0",,,,"0","0","0","0","68.0","5.9","78.2","6.5","57.8","7.1","3.27","0.0","25.96","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-30","23","18","13","11","8","1","1","4","20.4","7.0","28","23","18","13","11","8","4","1","1","20","18","0","0","0","-7777","-7777","-7777","1","0.05","0.18","0.46","31.9","205","69","20",,,,"0","0","0","0","0",,,,"0","0","0","0","67.7","5.9","77.9","6.6","57.5","7.1","3.37","0.0","26.06","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","08-31","22","17","12","11","8","1","1","4","20.4","7.0","27","22","17","12","11","8","4","1","1","19","18","0","0","0","-7777","-7777","-7777","1","0.05","0.18","0.46","31.8","205","69","20",,,,"0","0","0","0","0",,,,"0","0","0","0","67.5","5.9","77.7","6.6","57.3","7.1","3.46","0.0","26.15","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","09-01","22","17","12","10","8","1","1","4","20.4","7.1","27","22","17","12","10","8","4","1","1","19","17","0","0","0","-7777","-7777","-7777","1","0.05","0.18","0.46","31.8","204","68","20",,,,"0","0","0","0","0",,,,"0","0","0","0","67.2","5.9","77.4","6.6","57.0","7.2","0.09","0.0","26.24","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","09-02","22","17","12","10","7","1","1","4","20.4","7.1","27","22","17","12","10","7","4","1","1","19","17","0","0","0","-7777","-7777","-7777","2","0.05","0.18","0.46","31.8","204","68","21",,,,"0","0","0","0","0",,,,"0","0","0","0","66.9","5.9","77.1","6.6","56.7","7.2","0.19","0.0","26.34","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","09-03","22","17","12","10","7","1","1","3","20.4","7.1","27","22","17","12","10","7","3","1","1","19","17","0","0","-7777","-7777","-7777","-7777","2","0.05","0.17","0.46","31.8","204","68","21",,,,"0","0","0","0","0",,,,"0","0","0","0","66.6","6.0","76.8","6.7","56.4","7.2","0.29","0.0","26.44","43.5"
